transaction_id,city,transaction_date,card_type,exp_type,gender,amount
1020,Greater Mumbai,29-04-2015,Silver,Grocery,F,213124.00
1021,Delhi,24-05-2014,Silver,Grocery,F,45466.00
1022,Greater Mumbai,08-02-2015,Silver,Bills,F,151770.00
1023,Bengaluru,07-03-2014,Silver,Food,F,200777.00
1024,Bengaluru,02-08-2014,Silver,Bills,F,277473.00
1025,Delhi,20-10-2014,Silver,Food,F,299512.00
1026,Bengaluru,14-02-2015,Silver,Grocery,F,61457.00
1027,Delhi,24-09-2014,Silver,Grocery,F,170188.00
1028,Bengaluru,25-01-2015,Silver,Entertainment,F,278470.00
1029,Bengaluru,04-04-2014,Silver,Fuel,F,70106.00
1030,Ahmedabad,14-03-2015,Silver,Bills,F,72205.00
1031,Delhi,27-04-2015,Silver,Grocery,F,89320.00
1032,Greater Mumbai,06-12-2014,Silver,Bills,F,71875.00
1033,Greater Mumbai,23-05-2014,Silver,Food,F,253186.00
1034,Greater Mumbai,15-07-2014,Silver,Bills,F,260399.00
1035,Greater Mumbai,12-03-2015,Silver,Food,F,137623.00
1036,Greater Mumbai,22-05-2014,Silver,Food,F,267868.00
1037,Bengaluru,21-11-2014,Silver,Grocery,F,297242.00
1038,Greater Mumbai,26-12-2014,Silver,Fuel,F,54265.00
1039,Ahmedabad,28-11-2014,Silver,Grocery,F,37845.00
1040,Delhi,18-03-2014,Silver,Grocery,F,23855.00
1041,Ahmedabad,26-12-2014,Silver,Grocery,F,94727.00
1042,Delhi,08-06-2014,Silver,Entertainment,F,40404.00
1043,Bengaluru,15-01-2015,Silver,Fuel,F,265001.00
1044,Bengaluru,15-04-2015,Silver,Food,F,153928.00
1045,Greater Mumbai,12-10-2013,Silver,Bills,F,33156.00
1046,Bengaluru,18-11-2014,Silver,Grocery,F,282857.00
1047,Greater Mumbai,03-12-2014,Silver,Bills,F,143266.00
1048,Bengaluru,23-03-2014,Silver,Food,F,232704.00
1049,Delhi,22-11-2013,Silver,Food,F,10447.00
1050,Greater Mumbai,06-02-2014,Silver,Bills,F,26753.00
1051,Greater Mumbai,04-12-2014,Silver,Bills,F,100729.00
1052,Ahmedabad,02-06-2014,Silver,Grocery,F,251198.00
1053,Bengaluru,09-11-2014,Silver,Entertainment,F,45034.00
1054,Greater Mumbai,16-01-2015,Silver,Bills,F,117031.00
1055,Bengaluru,20-03-2014,Silver,Grocery,F,146944.00
1056,Ahmedabad,01-04-2014,Silver,Entertainment,F,8571.00
1057,Bengaluru,15-11-2013,Silver,Bills,F,240107.00
1058,Bengaluru,17-11-2014,Silver,Bills,F,213775.00
1059,Ahmedabad,02-01-2015,Silver,Grocery,F,214336.00
1060,Greater Mumbai,19-11-2013,Silver,Grocery,F,8285.00
1061,Ahmedabad,15-04-2015,Silver,Grocery,F,263945.00
1062,Ahmedabad,01-01-2014,Silver,Grocery,F,98427.00
1063,Greater Mumbai,06-08-2014,Silver,Entertainment,F,10716.00
1064,Ahmedabad,16-11-2014,Silver,Food,F,120807.00
1065,Greater Mumbai,11-04-2014,Silver,Fuel,F,233813.00
1066,Ahmedabad,23-01-2015,Silver,Entertainment,F,177277.00
1067,Bengaluru,20-12-2013,Silver,Grocery,F,241588.00
1068,Bengaluru,27-12-2014,Silver,Grocery,F,87750.00
1069,Ahmedabad,31-03-2015,Silver,Bills,F,69220.00
1070,Greater Mumbai,17-09-2014,Silver,Grocery,F,43894.00
1071,Delhi,26-12-2014,Silver,Bills,F,161107.00
1072,Ahmedabad,12-04-2015,Silver,Entertainment,F,4377.00
1073,Bengaluru,20-09-2014,Silver,Food,F,26629.00
1074,Bengaluru,21-08-2014,Silver,Entertainment,F,101201.00
1075,Ahmedabad,13-02-2015,Silver,Grocery,F,183821.00
1076,Delhi,04-09-2014,Silver,Grocery,F,266132.00
1077,Bengaluru,21-11-2013,Silver,Food,F,89508.00
1078,Delhi,26-05-2015,Silver,Entertainment,F,41161.00
1079,Ahmedabad,01-03-2014,Silver,Fuel,F,276608.00
1080,Greater Mumbai,16-12-2014,Silver,Entertainment,F,287647.00
1081,Bengaluru,12-08-2014,Silver,Bills,F,94917.00
1082,Bengaluru,30-03-2014,Silver,Grocery,F,162928.00
1083,Bengaluru,26-03-2014,Silver,Grocery,F,210802.00
1084,Delhi,06-05-2014,Silver,Entertainment,F,234945.00
1085,Greater Mumbai,30-10-2014,Silver,Bills,F,85227.00
1086,Ahmedabad,23-03-2015,Silver,Grocery,F,209510.00
1087,Bengaluru,07-12-2014,Silver,Grocery,F,39513.00
1088,Bengaluru,08-02-2014,Silver,Fuel,F,138020.00
1089,Ahmedabad,13-07-2014,Silver,Grocery,F,155283.00
1090,Greater Mumbai,17-08-2014,Silver,Food,F,177031.00
1091,Ahmedabad,10-09-2014,Silver,Food,F,58509.00
1092,Greater Mumbai,16-04-2015,Silver,Entertainment,F,71041.00
1093,Bengaluru,25-05-2015,Silver,Grocery,F,103964.00
1094,Delhi,06-06-2014,Silver,Fuel,F,195709.00
1095,Greater Mumbai,25-02-2014,Silver,Grocery,F,209052.00
1096,Delhi,13-10-2013,Silver,Entertainment,F,21500.00
1097,Bengaluru,20-11-2014,Silver,Bills,F,299152.00
1098,Delhi,01-03-2015,Silver,Food,F,284125.00
1099,Ahmedabad,15-11-2014,Silver,Bills,F,236081.00
1100,Greater Mumbai,06-02-2015,Silver,Fuel,F,12671.00
1101,Delhi,30-09-2014,Silver,Bills,F,238978.00
1102,Bengaluru,10-12-2013,Silver,Bills,F,221728.00
1103,Delhi,10-04-2014,Silver,Entertainment,F,275301.00
1104,Greater Mumbai,01-02-2015,Silver,Fuel,F,199037.00
1105,Bengaluru,04-02-2015,Silver,Fuel,F,236116.00
1106,Delhi,04-12-2013,Silver,Grocery,F,140073.00
1107,Greater Mumbai,14-06-2014,Silver,Entertainment,F,116716.00
1108,Bengaluru,03-04-2015,Silver,Food,F,188111.00
1109,Ahmedabad,25-07-2014,Silver,Fuel,F,256569.00
1110,Greater Mumbai,29-11-2014,Silver,Entertainment,F,160297.00
1111,Greater Mumbai,05-03-2015,Silver,Fuel,F,293184.00
1112,Greater Mumbai,23-03-2015,Silver,Fuel,F,148675.00
1113,Delhi,09-02-2015,Silver,Grocery,F,170406.00
1114,Bengaluru,25-07-2014,Silver,Entertainment,F,188010.00
1115,Delhi,14-05-2014,Silver,Fuel,F,173258.00
1116,Bengaluru,28-08-2014,Silver,Grocery,F,219092.00
1117,Delhi,08-12-2013,Silver,Grocery,F,89376.00
1118,Delhi,12-04-2015,Silver,Food,F,51874.00
1119,Bengaluru,25-09-2014,Silver,Fuel,F,248777.00
1120,Ahmedabad,26-01-2014,Silver,Bills,F,37342.00
1121,Ahmedabad,27-03-2015,Silver,Bills,F,199471.00
1122,Delhi,21-11-2014,Silver,Entertainment,F,158851.00
1123,Bengaluru,12-01-2015,Silver,Food,F,95113.00
1124,Bengaluru,12-03-2015,Silver,Fuel,F,186377.00
1125,Ahmedabad,31-10-2013,Silver,Fuel,F,2586.00
1126,Greater Mumbai,13-02-2014,Silver,Fuel,F,47612.00
1127,Ahmedabad,27-04-2014,Silver,Food,F,159557.00
1128,Greater Mumbai,13-02-2015,Silver,Grocery,F,196838.00
1129,Bengaluru,17-04-2014,Silver,Food,F,9651.00
1130,Bengaluru,18-04-2014,Silver,Food,F,224200.00
1131,Ahmedabad,10-11-2014,Silver,Entertainment,F,241399.00
1132,Bengaluru,22-09-2014,Silver,Fuel,F,211929.00
1133,Ahmedabad,06-02-2014,Silver,Grocery,F,196869.00
1134,Delhi,12-12-2014,Silver,Fuel,F,263752.00
1135,Bengaluru,12-03-2014,Silver,Entertainment,F,125879.00
1136,Bengaluru,28-03-2015,Silver,Grocery,F,21250.00
1137,Ahmedabad,21-12-2013,Silver,Grocery,F,289538.00
1138,Greater Mumbai,16-05-2014,Silver,Grocery,F,138359.00
1139,Ahmedabad,18-07-2014,Silver,Bills,F,211017.00
1140,Ahmedabad,19-07-2014,Silver,Fuel,F,57958.00
1141,Delhi,23-02-2014,Silver,Fuel,F,91796.00
1142,Delhi,28-07-2014,Silver,Entertainment,F,221178.00
1143,Greater Mumbai,11-03-2015,Silver,Bills,F,195342.00
1144,Greater Mumbai,20-03-2015,Silver,Fuel,F,51071.00
1145,Ahmedabad,23-11-2013,Silver,Grocery,F,83761.00
1146,Delhi,10-03-2015,Silver,Grocery,F,182684.00
1147,Ahmedabad,30-12-2014,Silver,Fuel,F,150401.00
1148,Bengaluru,24-01-2014,Silver,Grocery,F,10470.00
1149,Bengaluru,09-06-2014,Silver,Fuel,F,73221.00
1150,Greater Mumbai,19-02-2014,Silver,Bills,F,286970.00
1151,Greater Mumbai,19-07-2014,Silver,Food,F,40105.00
1152,Bengaluru,04-11-2013,Silver,Grocery,F,207311.00
1153,Ahmedabad,20-02-2014,Silver,Food,F,175275.00
1154,Bengaluru,09-04-2014,Silver,Entertainment,F,167655.00
1155,Ahmedabad,10-03-2015,Silver,Entertainment,F,129326.00
1156,Bengaluru,16-07-2014,Silver,Food,F,162737.00
1157,Delhi,21-07-2014,Silver,Entertainment,F,275605.00
1158,Delhi,09-10-2013,Silver,Grocery,F,162859.00
1159,Ahmedabad,05-11-2013,Silver,Grocery,F,22795.00
1160,Bengaluru,20-10-2013,Silver,Food,F,255722.00
1161,Greater Mumbai,24-04-2015,Silver,Grocery,F,111014.00
1162,Ahmedabad,23-06-2014,Silver,Food,F,43256.00
1163,Ahmedabad,29-06-2014,Silver,Food,F,104494.00
1164,Bengaluru,02-03-2014,Silver,Entertainment,F,44750.00
1165,Ahmedabad,24-05-2015,Silver,Grocery,F,208168.00
1166,Bengaluru,01-12-2014,Silver,Grocery,F,38878.00
1167,Delhi,22-02-2015,Silver,Food,F,37089.00
1168,Bengaluru,17-09-2014,Silver,Grocery,F,248059.00
1169,Greater Mumbai,17-11-2013,Silver,Grocery,F,63151.00
1170,Greater Mumbai,05-04-2015,Silver,Bills,F,176497.00
1171,Bengaluru,20-12-2013,Silver,Entertainment,F,196758.00
1172,Ahmedabad,18-03-2015,Silver,Fuel,F,94117.00
1173,Delhi,11-03-2014,Silver,Bills,F,287684.00
1174,Bengaluru,07-02-2015,Silver,Fuel,F,269795.00
1175,Greater Mumbai,26-01-2014,Silver,Fuel,F,273263.00
1176,Delhi,28-11-2013,Silver,Fuel,F,127825.00
1177,Delhi,30-03-2015,Silver,Bills,F,234082.00
1178,Greater Mumbai,07-10-2014,Silver,Grocery,F,157139.00
1179,Bengaluru,19-11-2014,Silver,Food,F,27243.00
1180,Bengaluru,26-08-2014,Silver,Food,F,248735.00
1181,Bengaluru,17-03-2015,Silver,Fuel,F,252277.00
1182,Bengaluru,31-03-2015,Silver,Bills,F,154151.00
1183,Greater Mumbai,12-10-2013,Silver,Grocery,F,268559.00
1184,Greater Mumbai,08-02-2014,Silver,Entertainment,F,122751.00
1185,Bengaluru,28-08-2014,Silver,Grocery,F,100643.00
1186,Greater Mumbai,29-06-2014,Silver,Grocery,F,63044.00
1187,Bengaluru,01-03-2015,Silver,Fuel,F,233543.00
1188,Ahmedabad,05-01-2014,Silver,Bills,F,267127.00
1189,Bengaluru,11-01-2015,Silver,Fuel,F,55060.00
1190,Bengaluru,18-10-2014,Silver,Bills,F,154788.00
1191,Greater Mumbai,08-09-2014,Silver,Entertainment,F,52781.00
1192,Greater Mumbai,27-01-2015,Silver,Entertainment,F,51542.00
1193,Greater Mumbai,01-12-2013,Silver,Grocery,F,43705.00
1194,Greater Mumbai,02-04-2015,Silver,Entertainment,F,163273.00
1195,Ahmedabad,18-09-2014,Silver,Bills,F,22802.00
1196,Greater Mumbai,24-03-2015,Silver,Bills,F,202693.00
1197,Greater Mumbai,21-12-2014,Silver,Bills,F,168446.00
1198,Greater Mumbai,04-02-2015,Silver,Grocery,F,130310.00
1199,Delhi,04-11-2013,Silver,Bills,F,10155.00
1200,Ahmedabad,23-08-2014,Silver,Bills,F,232336.00
1201,Bengaluru,11-12-2014,Silver,Grocery,F,231830.00
1202,Bengaluru,29-12-2013,Silver,Fuel,F,115644.00
1203,Delhi,17-09-2014,Silver,Entertainment,F,14142.00
1204,Ahmedabad,26-09-2014,Silver,Food,F,283606.00
1205,Ahmedabad,20-05-2014,Silver,Food,F,75619.00
1206,Bengaluru,08-05-2014,Silver,Bills,F,2741.00
1207,Bengaluru,07-01-2015,Silver,Fuel,F,283064.00
1208,Delhi,11-09-2014,Silver,Fuel,F,129850.00
1209,Bengaluru,26-11-2013,Silver,Fuel,F,102248.00
1210,Bengaluru,06-09-2014,Silver,Bills,F,232127.00
1211,Ahmedabad,25-07-2014,Silver,Grocery,F,114600.00
1212,Bengaluru,18-01-2015,Silver,Entertainment,F,92535.00
1213,Delhi,21-01-2014,Silver,Fuel,F,113639.00
1214,Ahmedabad,09-02-2014,Silver,Food,F,254761.00
1215,Greater Mumbai,31-01-2014,Silver,Grocery,F,225708.00
1216,Delhi,06-03-2015,Silver,Entertainment,F,264169.00
1217,Delhi,28-02-2014,Silver,Entertainment,F,83984.00
1218,Bengaluru,26-01-2015,Silver,Entertainment,F,202830.00
1219,Delhi,25-10-2014,Silver,Entertainment,F,254330.00
1220,Delhi,26-12-2013,Silver,Entertainment,F,118692.00
1221,Bengaluru,21-05-2015,Silver,Entertainment,F,246364.00
1222,Delhi,03-04-2015,Silver,Grocery,F,170203.00
1223,Greater Mumbai,20-02-2015,Silver,Fuel,F,277947.00
1224,Greater Mumbai,12-04-2015,Silver,Fuel,F,31524.00
1225,Greater Mumbai,05-06-2014,Silver,Entertainment,F,294264.00
1226,Bengaluru,14-04-2014,Silver,Grocery,F,130814.00
1227,Bengaluru,30-04-2015,Silver,Food,F,56639.00
1228,Delhi,11-05-2015,Silver,Food,F,233318.00
1229,Bengaluru,04-04-2015,Silver,Food,F,130065.00
1230,Ahmedabad,23-12-2014,Silver,Fuel,F,64598.00
1231,Bengaluru,06-08-2014,Silver,Grocery,F,177320.00
1232,Bengaluru,08-04-2015,Silver,Entertainment,F,31086.00
1233,Ahmedabad,16-11-2014,Silver,Food,F,251506.00
1234,Bengaluru,10-03-2015,Silver,Bills,F,149306.00
1235,Ahmedabad,28-12-2013,Silver,Entertainment,F,40965.00
1236,Bengaluru,15-02-2015,Silver,Food,F,43242.00
1237,Greater Mumbai,07-01-2015,Silver,Fuel,F,289157.00
1238,Greater Mumbai,03-10-2014,Silver,Entertainment,F,74856.00
1239,Bengaluru,17-02-2015,Silver,Food,F,182362.00
1240,Bengaluru,07-05-2014,Silver,Food,F,263061.00
1241,Bengaluru,23-03-2015,Silver,Food,F,236580.00
1242,Ahmedabad,10-02-2015,Silver,Food,F,268750.00
1243,Greater Mumbai,09-12-2013,Silver,Food,F,203191.00
1244,Bengaluru,10-01-2014,Silver,Food,F,3421.00
1245,Bengaluru,12-04-2014,Silver,Food,F,15318.00
1246,Ahmedabad,12-03-2015,Platinum,Food,F,64032.00
1247,Bengaluru,29-04-2015,Platinum,Food,F,3621.00
1248,Ahmedabad,12-10-2014,Silver,Food,F,22872.00
1249,Delhi,23-08-2014,Signature,Food,F,171206.00
1250,Ahmedabad,30-04-2015,Gold,Food,F,9130.00
1251,Ahmedabad,08-05-2014,Gold,Food,F,201118.00
1252,Bengaluru,01-06-2014,Platinum,Food,F,250411.00
1253,Delhi,03-02-2014,Gold,Food,F,5855.00
1254,Greater Mumbai,28-01-2015,Platinum,Food,F,40392.00
1255,Delhi,27-06-2014,Silver,Food,F,91553.00
1256,Greater Mumbai,20-10-2013,Signature,Food,F,252192.00
1257,Ahmedabad,26-01-2015,Signature,Food,F,32558.00
1258,Bengaluru,09-01-2014,Platinum,Food,F,105951.00
1259,Ahmedabad,06-10-2013,Signature,Food,F,272214.00
1260,Greater Mumbai,20-06-2014,Silver,Food,F,29524.00
1261,Ahmedabad,26-05-2015,Platinum,Food,F,204598.00
1262,Greater Mumbai,16-11-2014,Silver,Food,F,48509.00
1263,Ahmedabad,04-05-2014,Silver,Food,F,282754.00
1264,Delhi,15-03-2014,Signature,Food,F,229616.00
1265,Delhi,16-02-2015,Silver,Food,F,106013.00
1266,Delhi,11-12-2014,Gold,Food,F,286058.00
1267,Bengaluru,23-10-2014,Silver,Food,F,125742.00
1268,Ahmedabad,03-05-2015,Gold,Food,F,144933.00
1269,Greater Mumbai,23-04-2014,Silver,Food,F,220697.00
1270,Greater Mumbai,20-11-2013,Gold,Food,F,175594.00
1271,Bengaluru,01-07-2014,Silver,Food,F,265778.00
1272,Delhi,28-01-2014,Gold,Food,F,55810.00
1273,Bengaluru,16-08-2014,Platinum,Food,F,206203.00
1274,Greater Mumbai,04-03-2015,Silver,Food,F,7060.00
1275,Greater Mumbai,15-02-2014,Gold,Food,F,7860.00
1276,Ahmedabad,28-06-2014,Platinum,Food,F,19231.00
1277,Delhi,25-07-2014,Signature,Food,F,42009.00
1278,Greater Mumbai,15-11-2014,Platinum,Food,F,279971.00
1279,Ahmedabad,15-08-2014,Silver,Food,F,285069.00
1280,Greater Mumbai,14-03-2015,Gold,Food,F,139691.00
1281,Delhi,13-09-2014,Signature,Food,F,292802.00
1282,Ahmedabad,07-07-2014,Gold,Food,F,227178.00
1283,Ahmedabad,15-07-2014,Platinum,Food,F,286253.00
1284,Delhi,10-05-2015,Gold,Food,F,62580.00
1285,Ahmedabad,02-03-2015,Gold,Food,F,49377.00
1286,Delhi,21-03-2015,Gold,Food,F,31209.00
1287,Delhi,07-02-2015,Platinum,Food,F,216621.00
1288,Bengaluru,15-02-2015,Silver,Food,F,176319.00
1289,Ahmedabad,04-04-2014,Platinum,Food,F,138319.00
1290,Greater Mumbai,15-11-2013,Gold,Food,F,237899.00
1291,Delhi,06-11-2013,Gold,Food,F,24675.00
1292,Greater Mumbai,03-01-2015,Silver,Food,F,286519.00
1293,Greater Mumbai,17-10-2014,Platinum,Food,F,184863.00
1294,Bengaluru,06-04-2014,Platinum,Food,F,179158.00
1295,Greater Mumbai,30-10-2013,Silver,Food,F,274080.00
1296,Greater Mumbai,02-12-2013,Platinum,Food,F,289492.00
1297,Bengaluru,10-02-2014,Silver,Food,F,114172.00
1298,Bengaluru,27-03-2015,Silver,Food,F,254719.00
1299,Delhi,29-11-2014,Platinum,Food,F,221174.00
1300,Bengaluru,03-12-2013,Gold,Food,F,200916.00
1301,Ahmedabad,27-01-2015,Gold,Food,F,88226.00
1302,Bengaluru,13-10-2014,Gold,Food,F,116536.00
1303,Ahmedabad,21-07-2014,Gold,Food,F,162099.00
1304,Ahmedabad,03-03-2014,Platinum,Food,F,126889.00
1305,Ahmedabad,26-08-2014,Silver,Food,F,23769.00
1306,Greater Mumbai,20-10-2014,Gold,Food,F,291384.00
1307,Delhi,03-05-2015,Platinum,Food,F,94759.00
1308,Bengaluru,10-06-2014,Gold,Food,F,167780.00
1309,Ahmedabad,18-02-2015,Gold,Food,F,73935.00
1310,Delhi,06-11-2013,Signature,Food,F,34676.00
1311,Delhi,23-04-2015,Platinum,Food,F,28127.00
1312,Greater Mumbai,22-02-2014,Silver,Food,F,299699.00
1313,Delhi,27-06-2014,Platinum,Food,F,202490.00
1314,Delhi,27-12-2013,Signature,Food,F,282542.00
1315,Ahmedabad,03-11-2014,Gold,Food,F,284069.00
1316,Bengaluru,18-06-2014,Silver,Food,F,162527.00
1317,Delhi,28-02-2014,Silver,Food,F,234921.00
1318,Greater Mumbai,29-06-2014,Silver,Food,F,143923.00
1319,Ahmedabad,13-02-2014,Silver,Food,F,37496.00
1320,Greater Mumbai,12-02-2014,Platinum,Food,F,233639.00
1321,Delhi,20-03-2015,Silver,Food,F,1709.00
1322,Bengaluru,30-03-2014,Platinum,Food,F,116996.00
1323,Delhi,28-09-2014,Signature,Food,F,280310.00
1324,Greater Mumbai,30-05-2014,Silver,Food,F,202192.00
1325,Bengaluru,06-03-2014,Gold,Food,F,75042.00
1326,Greater Mumbai,24-10-2014,Silver,Food,F,107999.00
1327,Bengaluru,04-03-2014,Signature,Food,F,74297.00
1328,Bengaluru,10-12-2013,Signature,Food,F,187609.00
1329,Ahmedabad,24-10-2014,Platinum,Food,F,206434.00
1330,Bengaluru,12-01-2015,Gold,Food,F,268746.00
1331,Delhi,18-03-2014,Silver,Food,F,16659.00
1332,Bengaluru,06-12-2014,Silver,Food,F,106206.00
1333,Ahmedabad,25-07-2014,Silver,Food,F,214753.00
1334,Bengaluru,07-01-2014,Platinum,Food,F,155846.00
1335,Delhi,16-07-2014,Gold,Food,F,183232.00
1336,Delhi,24-03-2015,Silver,Food,F,34071.00
1337,Bengaluru,29-10-2014,Signature,Food,F,157364.00
1338,Bengaluru,19-01-2014,Silver,Food,F,4590.00
1339,Greater Mumbai,27-01-2015,Gold,Food,F,39399.00
1340,Delhi,28-03-2014,Platinum,Food,F,65563.00
1341,Bengaluru,24-08-2014,Silver,Food,F,124929.00
1342,Greater Mumbai,21-04-2015,Signature,Food,F,120368.00
1343,Delhi,12-05-2015,Gold,Food,F,17328.00
1344,Delhi,17-11-2014,Signature,Food,F,160848.00
1345,Bengaluru,18-05-2014,Silver,Food,F,203193.00
1346,Delhi,26-05-2014,Silver,Food,F,285839.00
1347,Bengaluru,17-09-2014,Silver,Food,F,167379.00
1348,Greater Mumbai,12-12-2013,Silver,Food,F,198603.00
1349,Bengaluru,16-01-2015,Platinum,Food,F,233680.00
1350,Bengaluru,11-03-2014,Gold,Food,F,263367.00
1351,Ahmedabad,12-11-2013,Gold,Food,F,8498.00
1352,Ahmedabad,11-03-2015,Platinum,Food,F,163305.00
1353,Bengaluru,12-04-2014,Silver,Food,F,216694.00
1354,Greater Mumbai,15-02-2014,Silver,Food,F,84646.00
1355,Bengaluru,24-10-2013,Silver,Food,F,107100.00
1356,Greater Mumbai,13-03-2015,Platinum,Food,F,175368.00
1357,Delhi,20-02-2015,Platinum,Food,F,141057.00
1358,Greater Mumbai,09-03-2014,Platinum,Food,F,264153.00
1359,Delhi,11-09-2014,Silver,Food,F,230149.00
1360,Bengaluru,02-05-2015,Signature,Food,F,224398.00
1361,Bengaluru,06-02-2014,Gold,Food,F,221042.00
1362,Bengaluru,27-02-2015,Signature,Food,F,285102.00
1363,Bengaluru,04-11-2013,Gold,Food,F,225377.00
1364,Greater Mumbai,04-03-2014,Platinum,Food,F,205814.00
1365,Greater Mumbai,02-11-2013,Gold,Food,F,104262.00
1366,Delhi,02-06-2014,Silver,Food,F,216314.00
1367,Greater Mumbai,01-03-2015,Platinum,Food,F,231007.00
1368,Bengaluru,16-06-2014,Platinum,Food,F,25156.00
1369,Bengaluru,31-10-2014,Signature,Food,F,108720.00
1370,Bengaluru,29-07-2014,Gold,Food,F,211772.00
1371,Delhi,13-07-2014,Gold,Food,F,22909.00
1372,Greater Mumbai,24-12-2014,Signature,Food,F,10720.00
1373,Greater Mumbai,05-05-2015,Gold,Food,F,291730.00
1374,Greater Mumbai,29-10-2014,Signature,Food,F,197919.00
1375,Greater Mumbai,20-12-2014,Signature,Food,F,106666.00
1376,Ahmedabad,13-09-2014,Silver,Food,F,94924.00
1377,Ahmedabad,09-04-2015,Silver,Food,F,122939.00
1378,Delhi,27-12-2014,Silver,Food,F,188366.00
1379,Bengaluru,18-10-2013,Signature,Food,F,142140.00
1380,Greater Mumbai,29-10-2014,Platinum,Food,F,261122.00
1381,Ahmedabad,08-09-2014,Silver,Food,F,214821.00
1382,Greater Mumbai,07-12-2014,Gold,Food,F,249091.00
1383,Bengaluru,09-09-2014,Signature,Food,F,162893.00
1384,Bengaluru,29-03-2014,Gold,Food,F,200847.00
1385,Ahmedabad,20-06-2014,Silver,Food,F,54482.00
1386,Greater Mumbai,08-03-2014,Silver,Food,F,105710.00
1387,Ahmedabad,27-08-2014,Silver,Food,F,101429.00
1388,Delhi,21-08-2014,Silver,Food,F,95456.00
1389,Delhi,05-09-2014,Platinum,Food,F,26231.00
1390,Bengaluru,19-12-2013,Silver,Food,F,81511.00
1391,Bengaluru,06-04-2015,Signature,Food,F,253357.00
1392,Ahmedabad,21-05-2015,Silver,Food,F,97311.00
1393,Delhi,27-10-2014,Signature,Food,F,277422.00
1394,Ahmedabad,26-03-2015,Platinum,Food,F,121871.00
1395,Delhi,14-06-2014,Signature,Food,F,24245.00
1396,Greater Mumbai,19-02-2015,Platinum,Food,F,186838.00
1397,Delhi,24-02-2014,Gold,Food,F,85288.00
1398,Delhi,12-12-2013,Gold,Food,F,225076.00
1399,Bengaluru,25-10-2013,Signature,Food,F,225578.00
1400,Bengaluru,24-03-2014,Signature,Food,F,232430.00
1401,Delhi,18-02-2014,Signature,Food,F,243863.00
1402,Greater Mumbai,26-02-2015,Platinum,Food,F,5706.00
1403,Delhi,07-07-2014,Silver,Food,F,298981.00
1404,Ahmedabad,11-12-2013,Gold,Food,F,137916.00
1405,Ahmedabad,04-09-2014,Platinum,Food,F,14319.00
1406,Delhi,18-02-2014,Platinum,Food,F,257498.00
1407,Greater Mumbai,12-05-2014,Platinum,Food,F,292219.00
1408,Bengaluru,11-11-2014,Silver,Food,F,210738.00
1409,Delhi,23-08-2014,Signature,Food,F,63778.00
1410,Delhi,26-09-2014,Gold,Food,F,29148.00
1411,Ahmedabad,03-07-2014,Signature,Food,F,224634.00
1412,Bengaluru,13-04-2014,Gold,Food,F,77425.00
1413,Bengaluru,15-12-2014,Gold,Food,F,196777.00
1414,Greater Mumbai,06-03-2015,Signature,Food,F,155694.00
1415,Delhi,02-12-2014,Signature,Food,F,30417.00
1416,Ahmedabad,22-03-2014,Platinum,Food,F,232618.00
1417,Greater Mumbai,26-11-2013,Gold,Food,F,6645.00
1418,Greater Mumbai,01-10-2014,Platinum,Food,F,5545.00
1419,Greater Mumbai,11-05-2015,Silver,Food,F,40135.00
1420,Ahmedabad,23-09-2014,Platinum,Food,F,99325.00
1421,Bengaluru,15-01-2014,Gold,Food,F,210654.00
1422,Ahmedabad,06-11-2013,Platinum,Food,F,15933.00
1423,Ahmedabad,19-11-2014,Gold,Food,F,7528.00
1424,Greater Mumbai,01-05-2015,Platinum,Food,F,199240.00
1425,Delhi,03-10-2014,Silver,Food,F,161437.00
1426,Ahmedabad,29-06-2014,Signature,Food,F,5100.00
1427,Greater Mumbai,08-11-2013,Gold,Food,F,56532.00
1428,Ahmedabad,06-09-2014,Silver,Food,F,94074.00
1429,Greater Mumbai,06-12-2013,Signature,Food,F,168912.00
1430,Greater Mumbai,20-04-2015,Platinum,Food,F,126623.00
1431,Ahmedabad,08-02-2014,Silver,Food,F,39986.00
1432,Ahmedabad,20-04-2014,Platinum,Food,F,99355.00
1433,Bengaluru,23-10-2013,Platinum,Food,F,298243.00
1434,Delhi,10-03-2015,Platinum,Food,F,124069.00
1435,Delhi,21-01-2014,Signature,Food,F,144126.00
1436,Delhi,09-03-2014,Signature,Food,F,270539.00
1437,Greater Mumbai,25-05-2015,Gold,Food,F,134904.00
1438,Ahmedabad,03-08-2014,Gold,Food,F,196856.00
1439,Bengaluru,09-03-2014,Platinum,Food,F,286346.00
1440,Greater Mumbai,23-12-2013,Gold,Food,M,260246.00
1441,Bengaluru,23-05-2015,Platinum,Food,F,43454.00
1442,Greater Mumbai,22-07-2014,Signature,Food,M,155937.00
1443,Delhi,18-01-2015,Silver,Food,F,243051.00
1444,Ahmedabad,01-05-2014,Platinum,Food,M,61531.00
1445,Bengaluru,09-01-2014,Silver,Food,F,293821.00
1446,Ahmedabad,17-04-2014,Signature,Food,F,217077.00
1447,Greater Mumbai,05-05-2015,Signature,Food,F,1448.00
1448,Bengaluru,09-12-2014,Gold,Food,M,46535.00
1449,Ahmedabad,08-09-2014,Gold,Food,M,120827.00
1450,Ahmedabad,20-01-2014,Gold,Food,M,194872.00
1451,Bengaluru,22-04-2014,Platinum,Food,M,282158.00
